time,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
0,24.649543606322613,12.751470503436064,2.23606797749979,20.149441679609886,18.69759342803239,32.239727045990946,23.01303978182804,27.65140141114009
1,19.0,1.0,2.0,9.0,65.0,24.0,44.0,4.0
2,24.702226620286684,10.305338422390601,2.8284271247461903,3.82099463490856,20.37154878746336,31.11269837220809,10.825894882179487,9.0
3,11.313708498984761,11.180339887498949,2.23606797749979,2.8284271247461903,12.649110640673518,6.4031242374328485,10.478549517943788,6.826419266350405
4,10.954451150103322,9.444575162494075,1.0954451150103321,2.8635642126552705,9.444575162494075,45.3629805017263,20.054924582256596,11.593101396951552
5,18.439088914585774,7.37563556583431,1.8439088914585775,4.8166378315169185,16.619265928433784,6.44980619863884,13.601470508735444,8.0
6,53.47709790181214,11.349008767288886,5.513619500836088,11.738824472663351,12.83744522870497,26.183964558485027,14.771594362153328,7.05691150575094
7,2.6457513110645907,6.884765791223402,3.521363372331802,7.26636084983398,32.4037034920393,54.07217398995532,27.14037582643247,6.0
8,30.463092423455635,21.840329667841555,5.813776741499453,18.088670487352022,15.80506248010428,14.560219778561036,17.017637908946117,4.47213595499958
9,26.743223440714846,4.494441010848846,3.0,23.026072179162473,10.583005244258363,25.310077044529123,17.146428199482248,11.480418110852932
10,26.84399374161751,4.494441010848846,1.8973665961010275,6.371812928829597,11.135528725660043,48.22240143335875,18.16590212458495,10.583005244258363
11,14.567086187704115,9.528903399657276,3.22490309931942,3.1622776601683795,34.42382895611701,26.21831420972752,8.532291603080617,5.039841267341661
12,8.532291603080617,2.8284271247461903,2.23606797749979,2.4899799195977463,24.380319932273242,23.566925976885486,29.73550066839299,4.669047011971501
13,23.70232056149777,6.0,2.8284271247461903,20.64945519862449,31.20256399721023,51.92494583531118,22.627416997969522,8.35463942968217
14,5.440588203494177,20.823064135712592,4.123105625617661,6.942621983083913,16.589153082662175,44.10215414239989,37.886673118657434,11.636150566231086
15,36.0,7.0,3.0,3.0,21.0,14.0,17.0,11.0
16,20.52802961806125,13.03073290340954,3.286335345030997,10.14889156509222,19.188538245525635,49.483330526552066,33.34966266695962,7.0710678118654755
17,12.806248474865697,14.449913494550755,1.7888543819998317,28.635642126552707,7.211102550927978,22.80350850198276,26.548069609672186,6.81175454637056
18,16.804761230080004,10.401922899156675,5.059644256269407,7.848566748139434,22.851695779525862,23.400854685246006,66.86104994688611,4.1952353926806065
19,13.892443989449804,4.312771730569565,4.47213595499958,14.092551223962253,12.13260071048248,15.381807436059,55.03816857418131,3.3763886032268267
20,17.538529014715003,5.865151319446072,4.753945729601885,16.81071087134628,16.601204775557708,13.784048752090222,36.4417343165772,2.5298221281347035
21,12.860793132618221,8.87693640846886,4.449719092257398,18.88385553852814,12.704329970525798,16.53481176185565,22.706827167175955,4.049691346263317
22,21.066561181170506,12.984606270503546,3.6606010435446255,1.9493588689617927,12.946041866145807,38.54088737950905,49.86581995716104,7.707139547199077
23,53.689850064979694,14.539601094940673,5.366563145999495,42.72938099247402,13.63084736911099,48.02291119871847,33.31366086157449,3.3763886032268267
24,51.24646329260196,17.759504497592268,6.603029607687671,12.288205727444508,8.888194417315589,24.774987386475093,18.734993995195193,5.674504383644443
25,29.15132930073687,14.127986409959489,4.898979485566356,10.723805294763608,34.2870237845165,22.172054483064937,14.394443372357264,6.276941930590086
26,9.929753269845127,9.433981132056603,7.211102550927978,52.0,66.37017402418047,15.264337522473747,37.0648081068822,2.8635642126552705
27,13.935566009315876,6.244997998398398,1.6733200530681511,5.138093031466052,16.607227342335023,14.66287829861518,45.66618004606911,3.1937438845342623
28,21.840329667841555,20.64945519862449,5.813776741499453,31.34645115479582,21.208488866489287,54.57655174156755,78.74642849044012,5.0
29,12.561846997953765,8.426149773176359,4.09878030638384,31.103054512378684,41.94043395102154,26.130442016927304,49.59032163638385,4.494441010848846
30,23.719190542680835,7.92464510246358,1.7888543819998317,6.587867636800241,21.822007240398396,32.2893171188243,47.795397267937844,5.60357029044876
31,18.204395073717773,13.319159132617944,2.0,7.496665925596525,16.049922118191105,32.81463088318989,39.62827273551044,5.916079783099616
32,18.504053609952603,11.61895003862225,4.0,5.0,4.449719092257398,20.1791972090071,74.69404260046446,14.071247279470288
33,18.793615937333612,6.276941930590086,1.4142135623730951,10.862780491200215,24.16195356340211,52.75604230796696,41.85928809714757,1.0
34,19.79898987322333,7.563068160475615,2.0,15.974980438172686,29.57363690857112,13.564659966250536,7.280109889280518,2.5298221281347035
35,21.04281350010022,13.978555004005242,3.714835124201342,10.927030703718188,19.519221295943137,28.705400188814647,12.727922061357855,2.898275349237888
36,20.263267258761605,10.83512805646523,3.0,3.605551275463989,22.122386851332294,31.36239786751007,64.0531029693332,1.61245154965971
37,27.2910241654651,7.899367063252599,3.1622776601683795,15.652475842498529,14.791889669680478,25.440125785852555,62.67375846396959,5.422176684690384
38,7.64198926981712,5.366563145999495,1.61245154965971,2.6832815729997477,34.132096331752024,12.553883861180172,61.73005750847799,5.0
39,38.181147180251145,19.43193248238579,2.4083189157584592,19.621416870348583,21.582400237230335,22.66715685744465,18.69759342803239,9.518403227432634
40,34.99714274051526,7.113367697511496,2.8284271247461903,31.899843259803017,23.06078923194087,27.81366570590795,8.402380615040002,2.8284271247461903
41,38.40572873934304,14.226735395022992,4.1952353926806065,6.212889826803627,23.008694009004508,11.16243700990066,34.420923869065454,2.5298221281347035
42,14.142135623730951,10.63014581273465,4.560701700396552,16.401219466856727,14.422205101855956,0.8944271909999159,33.85852920609518,1.0
43,14.812157169028419,14.422205101855956,4.494441010848846,15.264337522473747,16.619265928433784,13.885243966167826,54.059226779523954,2.8284271247461903
44,22.09524835796149,1.7888543819998317,1.0,2.23606797749979,6.767569726275452,15.646085772486357,24.166091947189145,7.64198926981712
45,8.54400374531753,5.215361924162119,3.5777087639996634,7.496665925596525,6.0,31.761612049768505,37.36308338453881,2.4083189157584592
